[2017-05-26 19:02:22] account_id:599, channel:default_self, game_id:_self_game, server_id:1
[2017-05-26 19:11:13] account_id:599, channel:default_self, game_id:_self_game, server_id:1
[2017-05-26 19:12:29] account_id:599, channel:default_self, game_id:_self_game, server_id:1
[2017-05-26 19:13:38] account_id:599, channel:default_self, game_id:_self_game, server_id:1
[2017-05-26 19:13:50] account_id:599, channel:default_self, game_id:_self_game, server_id:1
[2017-05-26 19:17:59] account_id:599, channel:default_self, game_id:_self_game, server_id:1
[2017-05-26 19:18:56] account_id:599, channel:default_self, game_id:_self_game, server_id:1
[2017-05-26 19:20:59] account_id:599, channel:default_self, game_id:_self_game, server_id:1
[2017-05-26 19:22:23] account_id:599, channel:default_self, game_id:_self_game, server_id:1
[2017-05-26 19:23:17] account_id:599, channel:default_self, game_id:_self_game, server_id:1
[2017-05-26 19:31:34] account_id:599, channel:default_self, game_id:_self_game, server_id:1
[2017-05-26 19:39:20] account_id:599, channel:default_self, game_id:_self_game, server_id:1
[2017-05-26 19:44:41] account_id:599, channel:default_self, game_id:_self_game, server_id:1
[2017-05-26 19:46:53] account_id:601, channel:default_self, game_id:_self_game, server_id:1
[2017-05-26 19:53:47] account_id:602, channel:default_self, game_id:_self_game, server_id:1
[2017-05-26 19:56:57] account_id:603, channel:default_self, game_id:_self_game, server_id:1
[2017-05-26 19:59:05] account_id:604, channel:default_self, game_id:_self_game, server_id:1
