[2017-05-18 19:08:40] account_id:328, channel:default_self, game_id:_self_game, server_id:1
[2017-05-18 19:09:30] account_id:329, channel:default_self, game_id:_self_game, server_id:1
[2017-05-18 19:11:10] account_id:329, channel:default_self, game_id:_self_game, server_id:1
[2017-05-18 19:13:04] account_id:329, channel:default_self, game_id:_self_game, server_id:1
[2017-05-18 19:14:31] account_id:329, channel:default_self, game_id:_self_game, server_id:1
[2017-05-18 19:17:13] account_id:329, channel:default_self, game_id:_self_game, server_id:1
[2017-05-18 19:19:38] account_id:330, channel:default_self, game_id:_self_game, server_id:1
[2017-05-18 19:23:44] account_id:329, channel:default_self, game_id:_self_game, server_id:1
[2017-05-18 19:24:29] account_id:329, channel:default_self, game_id:_self_game, server_id:1
[2017-05-18 19:37:07] account_id:329, channel:default_self, game_id:_self_game, server_id:1
[2017-05-18 19:38:02] account_id:329, channel:default_self, game_id:_self_game, server_id:1
[2017-05-18 19:41:17] account_id:329, channel:default_self, game_id:_self_game, server_id:1
[2017-05-18 19:41:53] account_id:330, channel:default_self, game_id:_self_game, server_id:1
[2017-05-18 19:42:28] account_id:330, channel:default_self, game_id:_self_game, server_id:1
[2017-05-18 19:45:43] account_id:329, channel:default_self, game_id:_self_game, server_id:1
[2017-05-18 19:53:13] account_id:329, channel:default_self, game_id:_self_game, server_id:1
[2017-05-18 19:54:29] account_id:329, channel:default_self, game_id:_self_game, server_id:1
[2017-05-18 19:55:49] account_id:329, channel:default_self, game_id:_self_game, server_id:1
