[2017-05-04 13:13:59] account_id:21, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 13:14:39] account_id:21, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 13:15:21] account_id:21, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 13:17:25] account_id:21, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 13:19:52] account_id:21, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 13:19:59] account_id:21, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 13:22:07] account_id:21, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 13:30:30] account_id:21, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 13:32:01] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 13:41:40] account_id:21, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 13:47:04] account_id:21, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 13:47:39] account_id:5, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 13:47:53] account_id:22, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 13:55:14] account_id:21, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 13:57:56] account_id:23, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 13:59:17] account_id:1, channel:default_self, game_id:_self_game, server_id:1
