[2017-05-04 19:14:32] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 19:16:30] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 19:19:11] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 19:19:54] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 19:22:43] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 19:23:43] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 19:24:37] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 19:25:30] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 19:26:06] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 19:26:32] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 19:27:18] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 19:33:14] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 19:34:32] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 19:50:50] account_id:28, channel:default_self, game_id:_self_game, server_id:1
