[2017-05-04 11:00:22] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 11:03:47] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 11:04:37] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 11:05:37] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 11:07:23] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 11:07:46] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 11:08:09] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 11:08:33] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 11:42:22] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 11:43:30] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 11:45:09] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-04 11:45:53] account_id:1, channel:default_self, game_id:_self_game, server_id:1
