[2017-05-05 15:05:46] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 15:10:22] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 15:10:47] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 15:11:01] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 15:40:12] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 15:41:15] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 15:44:12] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 15:49:08] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 15:50:45] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 15:51:42] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 15:55:16] account_id:33, channel:default_self, game_id:_self_game, server_id:1
