[2017-05-05 17:06:04] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:06:47] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:15:00] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:15:24] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:15:57] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:16:43] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:17:33] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:18:29] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:23:00] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:23:53] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:24:23] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:24:39] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:25:40] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:25:56] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:27:11] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:27:19] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:28:48] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:34:32] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:35:38] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:37:43] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:42:42] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:43:47] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:47:52] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:48:31] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:50:01] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:51:29] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:53:01] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:53:53] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:55:16] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:56:32] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:57:00] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:57:25] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:57:37] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:58:03] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:58:37] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:59:26] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-05 17:59:34] account_id:33, channel:default_self, game_id:_self_game, server_id:1
