[2017-05-25 13:01:27] account_id:515, channel:default_self, game_id:_self_game, server_id:1
[2017-05-25 13:04:52] account_id:516, channel:default_self, game_id:_self_game, server_id:1
[2017-05-25 13:18:00] account_id:517, channel:default_self, game_id:_self_game, server_id:1
[2017-05-25 13:19:08] account_id:518, channel:default_self, game_id:_self_game, server_id:1
[2017-05-25 13:22:08] account_id:519, channel:default_self, game_id:_self_game, server_id:1
[2017-05-25 13:22:19] account_id:520, channel:default_self, game_id:_self_game, server_id:1
[2017-05-25 13:24:06] account_id:521, channel:default_self, game_id:_self_game, server_id:1
[2017-05-25 13:30:33] account_id:522, channel:default_self, game_id:_self_game, server_id:1
[2017-05-25 13:32:22] account_id:523, channel:default_self, game_id:_self_game, server_id:1
[2017-05-25 13:32:30] account_id:524, channel:default_self, game_id:_self_game, server_id:1
[2017-05-25 13:32:38] account_id:525, channel:default_self, game_id:_self_game, server_id:1
[2017-05-25 13:34:15] account_id:526, channel:default_self, game_id:_self_game, server_id:1
[2017-05-25 13:46:35] account_id:527, channel:default_self, game_id:_self_game, server_id:1
[2017-05-25 13:52:14] account_id:528, channel:default_self, game_id:_self_game, server_id:1
[2017-05-25 13:55:16] account_id:529, channel:default_self, game_id:_self_game, server_id:1
