[2017-05-03 13:07:19] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-03 13:09:31] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-03 13:10:32] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-03 13:11:39] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-03 13:22:24] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-03 13:22:59] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-03 13:24:54] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-03 13:28:17] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-03 13:38:59] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-03 13:39:31] account_id:1, channel:default_self, game_id:_self_game, server_id:1
[2017-05-03 13:45:26] account_id:4, channel:default_self, game_id:_self_game, server_id:1
[2017-05-03 13:46:29] account_id:5, channel:default_self, game_id:_self_game, server_id:1
[2017-05-03 13:46:55] account_id:5, channel:default_self, game_id:_self_game, server_id:1
[2017-05-03 13:47:52] account_id:6, channel:default_self, game_id:_self_game, server_id:1
