[2017-06-20 15:00:57] account_id:987, channel:default_self, game_id:_self_game, server_id:1
[2017-06-20 15:01:37] account_id:987, channel:default_self, game_id:_self_game, server_id:1
[2017-06-20 15:03:44] account_id:988, channel:default_self, game_id:_self_game, server_id:1
[2017-06-20 15:05:26] account_id:989, channel:default_self, game_id:_self_game, server_id:1
[2017-06-20 15:12:32] account_id:990, channel:default_self, game_id:_self_game, server_id:1
[2017-06-20 15:13:36] account_id:990, channel:default_self, game_id:_self_game, server_id:1
[2017-06-20 15:18:04] account_id:990, channel:default_self, game_id:_self_game, server_id:1
[2017-06-20 15:19:14] account_id:990, channel:default_self, game_id:_self_game, server_id:1
[2017-06-20 15:22:25] account_id:990, channel:default_self, game_id:_self_game, server_id:1
[2017-06-20 15:23:11] account_id:990, channel:default_self, game_id:_self_game, server_id:1
[2017-06-20 15:34:59] account_id:986, channel:default_self, game_id:_self_game, server_id:1
[2017-06-20 15:36:30] account_id:991, channel:default_self, game_id:_self_game, server_id:1
