[2017-05-12 15:01:09] account_id:123, channel:default_self, game_id:_self_game, server_id:1
[2017-05-12 15:02:34] account_id:124, channel:default_self, game_id:_self_game, server_id:1
[2017-05-12 15:14:24] account_id:106, channel:default_self, game_id:_self_game, server_id:1
[2017-05-12 15:15:41] account_id:125, channel:default_self, game_id:_self_game, server_id:1
[2017-05-12 15:16:52] account_id:126, channel:default_self, game_id:_self_game, server_id:1
[2017-05-12 15:28:26] account_id:127, channel:default_self, game_id:_self_game, server_id:1
[2017-05-12 15:46:28] account_id:128, channel:default_self, game_id:_self_game, server_id:1
[2017-05-12 15:48:05] account_id:129, channel:default_self, game_id:_self_game, server_id:1
[2017-05-12 15:50:23] account_id:130, channel:default_self, game_id:_self_game, server_id:1
[2017-05-12 15:51:39] account_id:131, channel:default_self, game_id:_self_game, server_id:1
[2017-05-12 15:52:40] account_id:132, channel:default_self, game_id:_self_game, server_id:1
[2017-05-12 15:54:12] account_id:133, channel:default_self, game_id:_self_game, server_id:1
[2017-05-12 15:54:32] account_id:134, channel:default_self, game_id:_self_game, server_id:1
[2017-05-12 15:55:53] account_id:135, channel:default_self, game_id:_self_game, server_id:1
[2017-05-12 15:59:53] account_id:136, channel:default_self, game_id:_self_game, server_id:1
