[2017-05-16 16:01:50] account_id:231, channel:default_self, game_id:_self_game, server_id:1
[2017-05-16 16:02:52] account_id:232, channel:default_self, game_id:_self_game, server_id:1
[2017-05-16 16:04:46] account_id:233, channel:default_self, game_id:_self_game, server_id:1
[2017-05-16 16:05:00] account_id:234, channel:default_self, game_id:_self_game, server_id:1
[2017-05-16 16:08:26] account_id:235, channel:default_self, game_id:_self_game, server_id:1
[2017-05-16 16:11:46] account_id:236, channel:default_self, game_id:_self_game, server_id:1
[2017-05-16 16:21:56] account_id:237, channel:default_self, game_id:_self_game, server_id:1
[2017-05-16 16:22:04] account_id:238, channel:default_self, game_id:_self_game, server_id:1
[2017-05-16 16:25:10] account_id:239, channel:default_self, game_id:_self_game, server_id:1
[2017-05-16 16:32:59] account_id:240, channel:default_self, game_id:_self_game, server_id:1
[2017-05-16 16:40:20] account_id:241, channel:default_self, game_id:_self_game, server_id:1
