[2017-05-27 19:10:00] account_id:638, channel:default_self, game_id:_self_game, server_id:1
[2017-05-27 19:13:33] account_id:639, channel:default_self, game_id:_self_game, server_id:1
[2017-05-27 19:24:13] account_id:637, channel:default_self, game_id:_self_game, server_id:1
[2017-05-27 19:24:48] account_id:637, channel:default_self, game_id:_self_game, server_id:1
[2017-05-27 19:26:20] account_id:637, channel:default_self, game_id:_self_game, server_id:1
[2017-05-27 19:28:14] account_id:637, channel:default_self, game_id:_self_game, server_id:1
[2017-05-27 19:29:19] account_id:637, channel:default_self, game_id:_self_game, server_id:1
[2017-05-27 19:30:11] account_id:637, channel:default_self, game_id:_self_game, server_id:1
[2017-05-27 19:30:40] account_id:637, channel:default_self, game_id:_self_game, server_id:1
[2017-05-27 19:31:02] account_id:637, channel:default_self, game_id:_self_game, server_id:1
[2017-05-27 19:34:47] account_id:637, channel:default_self, game_id:_self_game, server_id:1
[2017-05-27 19:36:24] account_id:637, channel:default_self, game_id:_self_game, server_id:1
[2017-05-27 19:37:08] account_id:637, channel:default_self, game_id:_self_game, server_id:1
[2017-05-27 19:38:01] account_id:637, channel:default_self, game_id:_self_game, server_id:1
