[2017-06-01 13:05:37] account_id:645, channel:default_self, game_id:_self_game, server_id:1
[2017-06-01 13:08:00] account_id:645, channel:default_self, game_id:_self_game, server_id:1
[2017-06-01 13:26:28] account_id:645, channel:default_self, game_id:_self_game, server_id:1
[2017-06-01 13:27:30] account_id:645, channel:default_self, game_id:_self_game, server_id:1
[2017-06-01 13:29:29] account_id:645, channel:default_self, game_id:_self_game, server_id:1
[2017-06-01 13:30:27] account_id:645, channel:default_self, game_id:_self_game, server_id:1
[2017-06-01 13:32:22] account_id:645, channel:default_self, game_id:_self_game, server_id:1
[2017-06-01 13:48:05] account_id:645, channel:default_self, game_id:_self_game, server_id:1
[2017-06-01 13:50:50] account_id:646, channel:default_self, game_id:_self_game, server_id:1
[2017-06-01 13:51:09] account_id:647, channel:default_self, game_id:_self_game, server_id:1
[2017-06-01 13:51:29] account_id:648, channel:default_self, game_id:_self_game, server_id:1
[2017-06-01 13:51:47] account_id:649, channel:default_self, game_id:_self_game, server_id:1
[2017-06-01 13:52:28] account_id:650, channel:default_self, game_id:_self_game, server_id:1
[2017-06-01 13:52:47] account_id:650, channel:default_self, game_id:_self_game, server_id:1
[2017-06-01 13:54:44] account_id:651, channel:default_self, game_id:_self_game, server_id:1
[2017-06-01 13:55:13] account_id:652, channel:default_self, game_id:_self_game, server_id:1
[2017-06-01 13:55:34] account_id:652, channel:default_self, game_id:_self_game, server_id:1
[2017-06-01 13:59:37] account_id:653, channel:default_self, game_id:_self_game, server_id:1
