[2017-05-19 16:24:00] account_id:352, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 16:26:22] account_id:353, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 16:26:28] account_id:354, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 16:26:35] account_id:355, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 16:26:51] account_id:356, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 16:27:40] account_id:357, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 16:31:00] account_id:358, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 16:35:25] account_id:359, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 16:38:57] account_id:360, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 16:39:18] account_id:361, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 16:41:28] account_id:362, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 16:52:49] account_id:363, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 16:54:02] account_id:364, channel:default_self, game_id:_self_game, server_id:1
