[2017-05-19 18:10:01] account_id:368, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 18:12:20] account_id:369, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 18:20:22] account_id:370, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 18:21:32] account_id:371, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 18:25:41] account_id:372, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 18:25:57] account_id:373, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 18:42:20] account_id:374, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 18:44:46] account_id:375, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 18:50:02] account_id:376, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 18:54:31] account_id:377, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 18:56:49] account_id:378, channel:default_self, game_id:_self_game, server_id:1
[2017-05-19 18:59:18] account_id:379, channel:default_self, game_id:_self_game, server_id:1
