[2017-06-14 19:16:19] account_id:889, channel:default_self, game_id:_self_game, server_id:1
[2017-06-14 19:16:32] account_id:889, channel:default_self, game_id:_self_game, server_id:1
[2017-06-14 19:17:10] account_id:889, channel:default_self, game_id:_self_game, server_id:1
[2017-06-14 19:20:35] account_id:889, channel:default_self, game_id:_self_game, server_id:1
[2017-06-14 19:26:13] account_id:890, channel:default_self, game_id:_self_game, server_id:1
[2017-06-14 19:28:59] account_id:890, channel:default_self, game_id:_self_game, server_id:1
[2017-06-14 19:30:19] account_id:890, channel:default_self, game_id:_self_game, server_id:1
[2017-06-14 19:40:37] account_id:890, channel:default_self, game_id:_self_game, server_id:1
[2017-06-14 19:41:52] account_id:890, channel:default_self, game_id:_self_game, server_id:1
[2017-06-14 19:42:44] account_id:891, channel:default_self, game_id:_self_game, server_id:1
[2017-06-14 19:43:23] account_id:891, channel:default_self, game_id:_self_game, server_id:1
[2017-06-14 19:43:52] account_id:891, channel:default_self, game_id:_self_game, server_id:1
[2017-06-14 19:44:08] account_id:891, channel:default_self, game_id:_self_game, server_id:1
[2017-06-14 19:44:54] account_id:891, channel:default_self, game_id:_self_game, server_id:1
[2017-06-14 19:47:35] account_id:891, channel:default_self, game_id:_self_game, server_id:1
[2017-06-14 19:56:39] account_id:891, channel:default_self, game_id:_self_game, server_id:1
