[2017-05-08 11:00:12] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:01:19] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:02:42] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:06:51] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:07:31] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:10:00] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:11:50] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:18:42] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:19:04] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:20:57] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:22:32] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:22:54] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:23:20] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:23:39] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:24:58] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:25:12] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:27:36] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:30:18] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:31:48] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:33:04] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:33:36] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:33:44] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:34:27] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:35:36] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 11:44:18] account_id:28, channel:default_self, game_id:_self_game, server_id:1
