[2017-05-08 13:03:35] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 13:08:29] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 13:12:29] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 13:13:19] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 13:16:52] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 13:21:04] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 13:23:15] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 13:26:48] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 13:27:52] account_id:33, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 13:27:58] account_id:34, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 13:32:24] account_id:35, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 13:32:46] account_id:36, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 13:57:50] account_id:36, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 13:58:04] account_id:28, channel:default_self, game_id:_self_game, server_id:1
[2017-05-08 13:59:11] account_id:36, channel:default_self, game_id:_self_game, server_id:1
