[2017-05-09 13:04:58] account_id:65, channel:default_self, game_id:_self_game, server_id:1
[2017-05-09 13:07:28] account_id:65, channel:default_self, game_id:_self_game, server_id:1
[2017-05-09 13:21:34] account_id:65, channel:default_self, game_id:_self_game, server_id:1
[2017-05-09 13:21:51] account_id:66, channel:default_self, game_id:_self_game, server_id:1
[2017-05-09 13:22:21] account_id:67, channel:default_self, game_id:_self_game, server_id:1
[2017-05-09 13:22:31] account_id:68, channel:default_self, game_id:_self_game, server_id:1
[2017-05-09 13:25:32] account_id:64, channel:default_self, game_id:_self_game, server_id:1
[2017-05-09 13:27:15] account_id:69, channel:default_self, game_id:_self_game, server_id:1
[2017-05-09 13:28:14] account_id:64, channel:default_self, game_id:_self_game, server_id:1
[2017-05-09 13:28:43] account_id:64, channel:default_self, game_id:_self_game, server_id:1
[2017-05-09 13:29:16] account_id:70, channel:default_self, game_id:_self_game, server_id:1
[2017-05-09 13:30:06] account_id:71, channel:default_self, game_id:_self_game, server_id:1
[2017-05-09 13:30:46] account_id:72, channel:default_self, game_id:_self_game, server_id:1
[2017-05-09 13:31:34] account_id:73, channel:default_self, game_id:_self_game, server_id:1
[2017-05-09 13:49:55] account_id:64, channel:default_self, game_id:_self_game, server_id:1
