[2017-05-10 11:00:02] account_id:88, channel:default_self, game_id:_self_game, server_id:1
[2017-05-10 11:13:17] account_id:89, channel:default_self, game_id:_self_game, server_id:1
[2017-05-10 11:30:55] account_id:90, channel:default_self, game_id:_self_game, server_id:1
[2017-05-10 11:40:21] account_id:91, channel:default_self, game_id:_self_game, server_id:1
[2017-05-10 11:40:56] account_id:92, channel:default_self, game_id:_self_game, server_id:1
[2017-05-10 11:43:58] account_id:93, channel:default_self, game_id:_self_game, server_id:1
[2017-05-10 11:47:41] account_id:94, channel:default_self, game_id:_self_game, server_id:1
[2017-05-10 11:49:26] account_id:95, channel:default_self, game_id:_self_game, server_id:1
[2017-05-10 11:49:43] account_id:96, channel:default_self, game_id:_self_game, server_id:1
[2017-05-10 11:52:18] account_id:97, channel:default_self, game_id:_self_game, server_id:1
[2017-05-10 11:56:00] account_id:98, channel:default_self, game_id:_self_game, server_id:1
