[2017-05-24 13:09:08] account_id:418, channel:default_self, game_id:_self_game, server_id:1
[2017-05-24 13:14:47] account_id:419, channel:default_self, game_id:_self_game, server_id:1
[2017-05-24 13:19:58] account_id:420, channel:default_self, game_id:_self_game, server_id:1
[2017-05-24 13:21:02] account_id:421, channel:default_self, game_id:_self_game, server_id:1
[2017-05-24 13:23:07] account_id:422, channel:default_self, game_id:_self_game, server_id:1
[2017-05-24 13:25:55] account_id:423, channel:default_self, game_id:_self_game, server_id:1
[2017-05-24 13:29:00] account_id:424, channel:default_self, game_id:_self_game, server_id:1
[2017-05-24 13:31:10] account_id:425, channel:default_self, game_id:_self_game, server_id:1
[2017-05-24 13:33:03] account_id:426, channel:default_self, game_id:_self_game, server_id:1
[2017-05-24 13:33:24] account_id:427, channel:default_self, game_id:_self_game, server_id:1
[2017-05-24 13:39:33] account_id:428, channel:default_self, game_id:_self_game, server_id:1
[2017-05-24 13:44:30] account_id:429, channel:default_self, game_id:_self_game, server_id:1
[2017-05-24 13:49:07] account_id:430, channel:default_self, game_id:_self_game, server_id:1
