[2017-06-13 19:29:47] account_id:879, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 19:30:58] account_id:879, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 19:31:47] account_id:879, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 19:39:33] account_id:879, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 19:41:11] account_id:880, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 19:41:35] account_id:880, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 19:41:46] account_id:881, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 19:46:35] account_id:881, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 19:46:58] account_id:881, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 19:49:40] account_id:881, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 19:55:38] account_id:881, channel:default_self, game_id:_self_game, server_id:1
