[2017-06-13 10:00:07] account_id:868, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 10:02:48] account_id:868, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 10:04:58] account_id:868, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 10:10:05] account_id:868, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 10:11:58] account_id:868, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 10:20:37] account_id:868, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 10:22:37] account_id:868, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 10:24:01] account_id:868, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 10:26:45] account_id:859, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 10:29:46] account_id:868, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 10:30:59] account_id:868, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 10:32:09] account_id:868, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 10:35:15] account_id:868, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 10:41:42] account_id:869, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 10:46:28] account_id:870, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 10:48:07] account_id:870, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 10:49:26] account_id:859, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 10:56:39] account_id:871, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 10:57:47] account_id:859, channel:default_self, game_id:_self_game, server_id:1
[2017-06-13 10:59:21] account_id:870, channel:default_self, game_id:_self_game, server_id:1
